Afiliate number,Active,Name,FirstName,LastName,Email,WorkPhone,WhatsApp,Address,Web,Descripcion,City,Maps,Location,Discount,Logo,Facebook,Instagram,Category,Sub-Categoria,Service,Type,Sticker,Rating,Recommended,TyC
46,TRUE,Charlie's Tulum,Carlos,Zendejas,charliestulum@yahoo.com.mx,9848070536,9848070536,Av. Tulum entre calles Alfa y Júpiter Nte.,,"Created in 1996, the restaurant has been offering authentic Mexican food to the public for 21 years.",Tulum,https://maps.app.goo.gl/WEWMVVm5A45jbCL6A,"20.211188230518914, -87.46555249207391",Welcome shot,https://drive.google.com/file/d/1iP_-LgzIQvnOoArTdXnLyQ2hwSr4krzr/view?usp=drive_link,https://www.facebook.com/Charliestulum/,https://www.instagram.com/charlies.tulum/,Mexican Restaurant,Mexican,,Restaurants,Yes,1,FALSE,NO
47,TRUE,Chela Nah,Angel,Escamilla,admlacocay@gmail.com,9871054307,9871054307,"Calle 8 norte con 10 av norte colonia centro , San Miguel de Cozumel, Mexico",https://lacocay.com/es/chela-nah-es/menu-chela-nah/,We are a Very Cool Restaurant Bar with Tacos and other Snacks to enjoy at any time without formalities without labels in a historic building in Cozumel.,Cozumel,https://maps.app.goo.gl/oekuzex1A9r3o9h49,"20.513293115858563, -86.94520496930869",Complimentary sangria,https://drive.google.com/file/d/1dw4-3lZNnlQpou9FqEZJwsKRK5feiiRm/view?usp=drive_link,https://www.facebook.com/ChelaNahczm/,,restaurant Bar,Bar,,Restaurants,Yes,1,FALSE,NO
48,TRUE,Christian's Tacos,christian,poot alvarez,christian49073@gmail.com,9831149094,9831149094,"C. 18 165, Centro, 77930 Bacalar, Q.R.",,Our Taqueria is based on the best shepherd meat from Bacalar. Made 100% with local and natural products. More than 15 years support us. And our specialty is Nachos al pastor!,Bacalar,https://maps.app.goo.gl/mPpxGng1fhQxvTZq6,"18.67716858154391, -88.39224162327176",complimentary drink,https://drive.google.com/file/d/1ZewrMRmhu402TQk99Ds80YS0tntJ0LA0/view?usp=drive_link,https://www.facebook.com/TaqueriaYBotaneroCristhian/,,Mexican Restaurant Tacos,Mexican Tacos,,Restaurants,Yes,1,FALSE,NO
49,TRUE,Chocolatte Esspreso Bar,David,Caplin,chocolattejcm@gmail.com,9871040770,9871141790,1 sur 58,,"Feeling good depends on yourself, that's why we wait for you at Chocolatte Cozumel so you can give yourself those pleasures that you so deserve! Kosher",Cozumel,https://maps.app.goo.gl/ySGehvvToSCDesXS8,"20.509971933357406, -86.9491529",10%,https://drive.google.com/file/d/1woHl0j3-owl_jpJTwBGnhKsxLdyhcJMj/view?usp=drive_link,https://m.facebook.com/chocolatteespressobar/,https://www.instagram.com/chocolattecozumel?igsh=dG9rbmhwOTRqNTJm,"Restaurant Bar, Cafe, kosher","Bar, Cafe, kosher",,Restaurants,Yes,1,FALSE,NO
50,TRUE,Cielito Grill,Luis,Alberto,cielitolindobistro@gmail.com,9871031461,9871145828,"Calle 3 Sur 289, Centro, 77600 Cozumel, Q.R.",,Mexican Grill Al Carbon Bistro.,Cozumel,https://maps.app.goo.gl/Anxdswarj2pozZ2G6,"20.508956205023075, -86.95123471534566",2x1 in drinks,https://drive.google.com/file/d/1mcFxQMsfH5L7uDAoFdMIrh9uuHm68n56/view?usp=drive_link,https://www.facebook.com/cielitogrillcozumel/,https://www.instagram.com/cielitogrill_bistro?igsh=b2RuZm5sNGlxMjdo,Restaurant Parrilla Grill,Grill Grill,,Restaurants,Yes,1,FALSE,NO
51,TRUE,Cigar's Factory,Jesus,Diaz,lauroshousecigars20@gmail.com,9841773730,9841773730,"5th Av, calle 6, 77710 Q.R.",,cigar shop,Playa del Carmen,https://maps.app.goo.gl/iCm5dkJaRHbJaW7R6?g_st=ic,"20.625193991191562, -87.07357771349075",10%,https://drive.google.com/file/d/1uA38ArGle8r0tBW8r0T1eZ7Od0RwyVyB/view?usp=drive_link,https://www.facebook.com/profile.php?id=100054504683023&locale=es_LA,,Store cigar shop,cigar shop,,Stores,Yes,1,FALSE,NO
52,TRUE,Ciricote,Carlos,Garcia,siricotebacalar@gmail.com,9832108039,9831113453,"Av 5, Mario Villanueva Madrid, 77930 Bacalar, Q.R",,"Terrace restaurant, breakfast and Brunch",Bacalar,https://maps.app.goo.gl/amBAs5WDeXGSgGWp7,"18.6789293466463, -88.38979118650924",Complimentary drink ,https://drive.google.com/file/d/1R7BkWKYEZoIYODxknSPRMdaE3GoZUprP/view?usp=drive_link,https://www.facebook.com/profile.php?id=100093562451177,https://www.instagram.com/ciricote_bacalar/,restaurant Bar,Bar,,Restaurants,Yes,1,FALSE,NO
53,TRUE,Cocobar,jesus ,llañe,cocobarbakalar@gmail.com,9831765611,9831765611,"Avenida costera, C. 28 Con, 77930 Bacalar, Q.R.",,Cocobar by Hijos del Cocho,Bacalar,https://maps.app.goo.gl/iSdNZzJNUm7K5qcQ8,"18.68151520605691, -88.38694663069128",complimentary drink,https://drive.google.com/file/d/1R7BkWKYEZoIYODxknSPRMdaE3GoZUprP/view?usp=drive_link,https://www.facebook.com/p/Coco-bar-Los-Bandidos-61550100673467/,https://www.instagram.com/cocobar_mexicanfood_cantina/,restaurant Bar,Bar,,Restaurants,Yes,1,FALSE,NO
54,TRUE,Come Chingón,Ezequiel,,comechingontulum@gmail.com,9841653792,9841653792,"Calle 7 Sur & Calle 8 Sur, La Veleta",,food trucks,Tulum,https://maps.app.goo.gl/xPXpVvMZGivDsVKCA,"20.203010689498782, -87.47580000741958",Free potato cone with the purchase of any sandwich,https://drive.google.com/file/d/1KXxNXoJ-K1Gj03B7SC7Oj5ekkwZ2wPKN/view?usp=drive_link,,https://www.instagram.com/comechingonfoodtruck/,Restaurant Food truck,food trucks,,Restaurants,Yes,1,FALSE,NO
56,TRUE,Costelao,Danitza,Gomez,mkt@costelao.com.mx,9982431986,9982431986,Avenida 10 entre calles 34 y 38,https://costelaochurrascaria.com.mx/restaurante-en-playa-del-carmen/,The authentic Taste of Brazil in PLAYA DEL CARMEN,Playa del Carmen,https://maps.app.goo.gl/fEz479AZUKBPWBQg8,"20.636013495441563, -87.06786977672824",10%,https://drive.google.com/file/d/1qFDtxan_FscPBgW3EvzNha5ZqspyJ_ja/view?usp=drive_link,https://m.facebook.com/costelaochurrascariapdc/,https://www.instagram.com/costelaochurrascariapdc/,Restaurant Parrilla Grill,Grill Grill,,Restaurants,Yes,1,FALSE,NO
57,TRUE,Cot Winehood,Emmanuel,Porraz,emmanuelpj7@outlook.com,2213883727,2213883727,"Blvd. Cumbres Mz109Lt3, Centro, 77560 Cancún, Q.R.",https://l.facebook.com/l.php?u=http%3A%2F%2Fwww.cotwinehood.com%2F%3Ffbclid%3DIwAR31hRb9VjPvN_iURMWNwa8ClcW6BXglxYRYLwmp0UXaZRQjlEPftUZVdkE_aem_AUuWT5zxonXoQmnN8yZtLuBHuIfbsux_RrBFtD4QrGdchWYjTOEI7YnvNkJC1OSioyQ3reHRxjs5Z5hH2nCexPZ-&h=AT3yzoNTrURnCMN5b3N4pBrvW2omYn0xRB1G6DDSxSraKSsx_4mUxxvaIcGWXoJyD1rCCDChLwxG3XM68aZXLUmK-adtn_pCJAKwyO5_BOB7Tt4S757vWmlR3dng2gMjYRHXFQ,"Côt Winehood is a wine bar in Cancún, Mexico. Enjoy a space dedicated to wines from around the world, a unique and cozy place where having a glass of wine is just the beginning of an unforgettable experience.",Cancún,https://maps.app.goo.gl/SQW6vZdubqEwXXCZA,"21.110506754049045, -86.84107094418205",10%,https://drive.google.com/file/d/1z1l7u2eXv282_miBtuB-NnGZl-ff6tpR/view?usp=drive_link,https://www.facebook.com/cotwinehood?mibextid=ZbWKwL,https://www.instagram.com/cotwinehood?igsh=ZWt6dHBkY3JsYm95,Store Wine,Wine,,Restaurants,,,FALSE,NO
58,TRUE,COZ Coffee Roasting Company Cozumel ,Miguel,Maldonado,carloscozcoffee@gmail.com,9871126257,9871126257,"5a Av. Nte. 50, Centro",http://www.cozcoffeeroastingcompany.com/,Roasted coffee today. Traditional coffee drinks and Coz specialties unique in the world. Where ancient traditions meet new age consciousness.,Cozumel,https://maps.app.goo.gl/iAoJHCXHh3hM5Ugw7,"20.511497201757482, -86.94860331534565",15%,https://drive.google.com/file/d/1JgMCCNU_2POolrr63nJt_RGkYGR7bfu5/view?usp=drive_link,https://www.facebook.com/CozCoffeeRoastingCompany/,https://www.instagram.com/cozcoffeeroasting/?hl=es-la,Restaurant Cafe,Coffee,,Restaurants,Yes,1,FALSE,NO
59,TRUE,Cozumel Snorkel Center,Alejandro ,Martin,info@cozumelsnorkelcenter.com,9871372222,9871372222,"Calle 4 Norte # 50 Local 1 , Entre Avenida Rafael E Melgar Y 5ª Avenida 77600 Cozumel Centr",https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.cozumelsnorkelcenter.com%2F%3Ffbclid%3DIwAR3Et8tFnej-chrCAz4SjpvjSO_5ETlPlSX0Gp746fA-50OPeNojEu6oN6M&h=AT3h82f1QenMOHpYf8VouuL21pwxvB7O0fTr9O3iqaJpZvjskxWKaEGYnGc-O_rQsXdP969kpyMat8Yavk7A_ZeHRer0OmOSRI1hlqe5UYjTiQh7tJm_UIy1x1fl4leEQjjdwA,We are a local company known for operating one of the best all-inclusive snorkeling experience on the island of Cozumel.,Cozumel,https://maps.app.goo.gl/SC2BJywTDdTa3ZJo7,"20.51249344748676, -86.94789659999999",10%,https://drive.google.com/file/d/1665Ib6ow3E5Ab6W4nspjalTP-yPGTsbQ/view?usp=drive_link,https://www.facebook.com/Cozumelsnorkelcenter/,https://www.instagram.com/cozumelsnorkelcenter/?hl=es,Service Snorkeling tours,Snorkeling tours,Snorkeling tours,Services,Yes,1,FALSE,NO
60,TRUE,Crazy Fish Tacos,Alan,,crazyfishtacos@gmail.com,9841761633,9841761633,Calle jupiter norte esquina av tulum,https://negrolaut.wixsite.com/my-site,"People Friendly Taco Shop, Taco Brunch and Lunches",Tulum,https://maps.app.goo.gl/ikGR4UHu4VZKeQsC9,"20.211479478478676, -87.46579488465436",10%,https://drive.google.com/file/d/10N_oLWW62trmq0GhHP3Vgmawd2Fqw_0A/view?usp=drive_link,https://m.facebook.com/crazyfishtacostulum/,https://www.instagram.com/crazyfishtacos/,Mexican Restaurant Tacos,Mexican Tacos,,Restaurants,Yes,1,FALSE,NO
61,TRUE,Crazy Pizza,Alejandro,Roman,,9841415787,9841415787,Av. Tulum entre calles Jupiter y Acuario,,Crazy flavors!,Tulum,https://maps.app.goo.gl/3EcwgNAuSvkuLbHh7,"20.211058950237085, -87.46599108465433",15%,https://drive.google.com/file/d/1LXFDWV6QBzK-sYcMX9ZIeOg6oj36Rldt/view?usp=drive_link,https://www.facebook.com/crazypizzatulum/,,Restaurant Pizzeria,Pizza shop,,Restaurants,Yes,1,FALSE,NO
62,TRUE,Da Bruno Bacalar,Rosario,Flota,dabruno.bacalar@gmail.com,9838525013,,"Av 5 entre calle 28 y calle 30, Mario Villanueva Madrid, 77930 Bacalar, Q.R.",,100% Italian Gastronomy,Bacalar,https://maps.app.goo.gl/Q7jYqZyLfGpPRWG96,"18.682447989915346, -88.38819687116359",10% discount,https://drive.google.com/file/d/1EFdWTe9i_mAs6FlRll6JBusjQ-J3sSIr/view?usp=drive_link,,https://www.instagram.com/dabruno.bacalar/,Italian Restaurant,Italian,,Restaurants,Yes,1,FALSE,NO
63,TRUE,Delicia de mi Tierra,Bárbara ,Padilla,deliciademitierratulum,9841204541,9841204541,"calle palenque casi esquina con calle 7 sur, veleta",,"Magic, Elixir of Gods and Delicious Food...",Tulum,https://maps.app.goo.gl/AEUzc9AQE2NPY3Kj7,"20.204000058537453, -87.47093775767283",10%,https://drive.google.com/file/d/1KqlFWyqH4-EvRXpKo9n_xesB_NOZlERq/view?usp=drive_link,https://www.facebook.com/p/Delicia-de-mi-tierra-Tulum-100086292528720/,https://www.instagram.com/deliciademitierratulum,Mexican Restaurant,Mexican,,Restaurants,Yes,1,FALSE,NO
64,TRUE,Delicious Pizza,veronica,vazquez,deliciouspizzabacalar@outlook.com,9831320721,9831320721,"av. 9 entre calle 30 y 32, 77930 Bacalar, Q.R.",,Delicious Pizza Restaurant,Bacalar,https://maps.app.goo.gl/qa7pe4evdVZsPFzw5,"18.68422365630423, -88.39019388465434",10%,https://drive.google.com/file/d/1AMbu2Dskdes_hcb0gC8FYwMIXO5sYyJ4/view?usp=drive_link,https://www.facebook.com/deliciouspizzabacalar/?locale=es_LA,,Mexican Restaurant,Mexican,,Restaurants,Yes,1,FALSE,NO
65,TRUE,Don Luca Juice and Smoothie Bar,Lucas,Mariano,donlucajuice@gmail.com,5538962120,5538962120,Calle 6 entre avenidas 10 y 15,,"Located two blocks from the Caribbean Sea, Don Luca offers you the best natural drinks in 100% organic and biodegradable products.",Playa del Carmen,https://maps.app.goo.gl/i36qf3NsVQV8zbNE7,"20.62631472654718, -87.07512266138262",15%,https://drive.google.com/file/d/1B0RmQbmPu8ZYMflR0urJyPt7W-dX3Z_f/view?usp=drive_link,,https://www.instagram.com/don_luca_juice/?hl=es-la,Restaurant Breakfast Vegetarian,Breakfast Vegetarian,,Restaurants,Yes,1,FALSE,NO
66,TRUE,Dr. Diego Muñoz - Medicina Estética,Diego,Muñoz,anestetique@gmail.com,9841114152,9841114152,"Plaza Aurrera, Av. Colosio, Misión de Sta. Fe, Local 6, 77710",https://www.drdiegomunoz.com/,"Aesthetic medicine - Everyone has their beauty, we are experts in finding it.",Playa del carmen,https://maps.app.goo.gl/yiDpTTqbKcNBnFNY9,"20.638856263112103, -87.08134613693379",15%,https://drive.google.com/file/d/1LQuo1XNOGOFzFUps6ZYpWV69svYNexVp/view?usp=drive_link,https://www.facebook.com/drdiegomunozmedicinaestetica,https://www.instagram.com/drdiegomunozg/?hl=es-la,Service Aesthetic Medical Care,Aesthetic Medical Care,Aesthetic Medicine,Services,Yes,1,FALSE,NO
67,TRUE,Dulzura Argenta,Gabriela,Galvan,dulzurargenta@gmail.com,9981490121,9981490121,"Avenida Juárez SMz 14, Centro, 77400 Isla Mujeres, Q.R.",,We are the artisanal pastry shop dedicated to sweetening your life,Isla Mujeres,https://maps.app.goo.gl/dBqCVr8cCoGFy8uh8,"21.257886601382953, -86.7483468227652",10%,https://drive.google.com/file/d/1icETRd-QBULimL-NS1bjuRTjTUJPnzQu/view?usp=drive_link,https://www.facebook.com/dulzurargenta/?locale=es_LA,https://www.facebook.com/dulzurargenta,Restaurant Argentinian Bakery,Argentinian Bakery,Empanadas and Pastas,Restaurants,Yes,1,FALSE,NO
68,TRUE,E-Z English,Herman,Chiri Grabowski,hernanchiri38@gmail.com,9841852324,9841852324,Remoto,,English and Spanish classes,Playa del Carmen,Remoto,,20%,https://drive.google.com/file/d/1rseH6MmCGio_uQ3J3PAr8Lg7ZsNK3lfd/view?usp=drive_link,https://www.facebook.com/ez.english.121,https://www.instagram.com/ezenglishcoachingdeingles/,Service Language Classes,Language Classes,Languages,Services,Yes,1,FALSE,NO
69,TRUE,El Agavero,Manuel,,contacto@elagavero.com.mx,9842537157,9842537157,"C. Asunción, La Veleta",,Cocktail bar & Mezcaleria. Ancestral Mexican Cuisine,Tulum,https://maps.app.goo.gl/ypNcPgmXacuHx32K7,"20.205198656352263, -87.47238099207392",10%,https://drive.google.com/file/d/12b_ria44NLtsDY8H0XvdzK5ridCTMteA/view?usp=drive_link,https://www.facebook.com/p/El-Agavero-Tulum-100068983384020/,https://www.instagram.com/elagaverotulum/,restaurant Bar,Bar,,Restaurants,Yes,1,FALSE,NO
70,TRUE,El Árbol de la Diez,Enrique,Valadez,tiendapdc@iberomexicana.mx,9842106201,9842106201,Calle 10 Nte entre Avenidas 10 Nte y 15 Nte,https://www.cabcervezas.com,"Cheese boards, Mexican and German Craft Beers, Artisan Mezcals, Wines and Allergen-Free Food Menu",Playa del Carmen,https://maps.app.goo.gl/Ar21KdLaubGevrkx5?g_st=ic,"20.62783791247499, -87.0737197",15%,SIN LOGO EN LA WEB,https://www.facebook.com/profile.php?id=100063639202491&mibextid=LQQJ4d,,Restaurant Tapas & Wine,Tapas & Wine,,Restaurants,Yes,1,FALSE,NO
71,TRUE,El Barril,Johan ,John,barrilgrill@outlook.com,9838392816,9837535605,"Av 7 entre 20 y 22, Centro, 77930 Bacalar, Q.R.",,"We make Burgers, Homemade Sausages, Fine Cuts and Craft Beers.",Bacalar,https://maps.app.goo.gl/4GtUhGHuNbDCLZ5g8,"18.678009549069497, -88.39136374047229",Welcome cocktail,https://drive.google.com/file/d/1H_AumNCjOJXdLq34LNtZ13mVKBumHScS/view?usp=drive_link,https://www.facebook.com/barrilgrillbacalar,https://www.instagram.com/elbarrilgrill/,Mexican Grill,Mexican Grill,,Restaurants,Yes,1,FALSE,NO
72,TRUE,El Bebote,Damian,De la garza,edeancona@gmail.com,9844517092,9844517092,"Av. Pedro Joaquín Coldwell 329, 77310 Holbox, Q.R.",,Grill Cart,Holbox,https://maps.app.goo.gl/9yXcBXsTxvRPeEhE6,"21.52408231940633, -87.3782443080974",10% discount or gift taco,https://drive.google.com/file/d/12AKDAeiHD8lAnd0B22DCnnEtn-omTUwW/view?usp=drive_link,,https://www.instagram.com/elbeboteholbox/,Restaurant Food Truck Grill,Food Truck Grill,,Restaurants,Yes,1,FALSE,NO
73,TRUE,El Che Carlitos,Pablo,Sosa,elchecarlitos1943@gmail.com,9841152860,9988940094,"Javier Rojo Gomez Supermanzana 002 Manzana 8 L 12, 77580 Puerto Morelos, Q.R.",,"Stone baking. Fresh and artisanal pizza, empanadas, sandwiches and salads.",Puerto Morelos,https://maps.app.goo.gl/hv3kpAWhQ6asoTNv5,"20.85053142789273, -86.87509365767285",10%,https://drive.google.com/file/d/1LMaq25JldlrsH-oiqQ_7rHnu1t6uFOw5/view?usp=drive_link,https://www.facebook.com/elchecarlitos.rest?mibextid=LQQJ4d,https://www.instagram.com/elchecarlitos.restaurante?igsh=MWxyMmZsZ2dtb2hwZg==,Restaurant Restaurant,Restaurant,,Restaurants,Yes,1,FALSE,NO
75,TRUE,El Fisherman De Cancún,Nicole,Escobar,elfishermandecancun@gmail.com,9981919303,9982628674,"Blvd. Kukulcan Km 12.5, Zona Hotelera, 77500 Cancún, Q.R.",,"The best seafood restaurant in Cancun, with a spectacular view of the lagoon.",Cancún,https://maps.app.goo.gl/ZueTsbHH3Nm89GDv5,"21.104265852184554, -86.76540032883676",Welcome guacamole,https://drive.google.com/file/d/10V8zHgN-Q1VJVI33vN5FRCmJ1bCPnrM1/view?usp=drive_link,https://www.facebook.com/elfishermancancun?mibextid=LQQJ4d,https://www.instagram.com/elfishermancancun/,Restaurant Seafood,Seafood,,Restaurants,Yes,1,FALSE,NO
76,TRUE,El Maizal Dorado,Aldo,Acosta,,4441882815,4441882815,5ta avenida entre calle 20 y 22,https://www.tripadvisor.com.mx/Restaurant_Review-g150812-d21284308-Reviews-El_Maizal_Morado-Playa_del_Carmen_Yucatan_Peninsula.html,"100% Traditional Mexican and Contemporary Restaurant. Cocktails, Breakfast, Brunch",Playa del Carmen,https://maps.app.goo.gl/Ngdtec8wxUirKhj76,"20.63175843203603, -87.06907292327173",15%,https://drive.google.com/file/d/1nXilN-olq0JiWpGMzmKJ3WqYa-3eXm7j/view?usp=drive_link,https://www.facebook.com/MaizalMoradoRestaurante/,,Mexican Restaurant,Mexican,,Restaurants,,1,FALSE,NO
77,TRUE,El Mexa,Ricardo,Martinez,elmexacocinamexa@gmail.com,9848770477,9848770477,Calle 10 Nte 142,,"Cakes, Tacos, Gringas, Guacamole, Barbecue",Playa del Carmen,https://maps.app.goo.gl/gdqnJUF9R2iqK2eA9,"20.638261953173224, -87.0659423693087",10%,https://drive.google.com/file/d/1s_2C-pq7C0bh3SGuymAHPnSEQmLN6BgC/view?usp=drive_link,,https://www.instagram.com/el_mexa_playa?igsh=MTlyajI5N2U1c3lhbw==,Mexican Restaurant,Mexican,,Restaurants,Yes,1,FALSE,NO
78,TRUE,El Mexicano Tequila y Mezcal,Jaime,Rivera,,9981431611,9981431611,Av tulum manzana 4,https://es.foursquare.com/v/el-mexicano-tequila-y-mezcal/60142c5256a07228e0ed8182,"Wine and liquor store, specialized in mezca and tequila in downtown Tulum",Tulum,https://maps.app.goo.gl/LrrXmExj85pYPbkx5,"20.212650443874725, -87.45965071534565",20%,https://drive.google.com/file/d/1NTdkj6YK8k_zC0t_Q0y49XJhegb4nlRX/view?usp=drive_link,,https://www.instagram.com/el_mexicano_tequila_y_mezcal?igsh=MjgyOTF0cGtnaTlt,Store Tequila & Mezcal,Tequila & Mezcal,,Stores,Yes,1,FALSE,NO
79,TRUE,El Milagrito,Agustin,Perea,contador.alejandro94@gmail.com,9321092179,9321092179,Calle centauro sur 249 centro tulum,https://carta.menu/amp/restaurants/tulum/el-milagrito-restaurante-bar-mezcal,"Restaurant and Mezcaleria. On our menu you will find seafood, pastas, hamburgers, burritos...",Tulum,https://maps.app.goo.gl/38PBo2SALnNi8Bd9A,"20.21253584316674, -87.45941094603695",10%,https://drive.google.com/file/d/1GKnVY-mmXPydWLLem2CYWgyIKZ_urgqN/view?usp=drive_link,https://www.facebook.com/elmilagrito.tulum?mibextid=LQQJ4d,https://www.instagram.com/el.milagrito/,Mexican Restaurant,Mexican,,Restaurants,Yes,1,FALSE,NO
80,TRUE,El Pirata,Kelly,,piratapuertomorelos@gmail.com,9984746878,9984746878,"Javier Rojo Gomez, 77580 Puerto Morelos, Q.R.",,"With the attention of Chef Karla Romo, with its own garden, serving 70% of its organic fruits and vegetables.",Puerto Morelos,https://maps.app.goo.gl/BKYxDQMhcxiCGDqdA,"20.849350160456808, -86.87546315767283",10%,https://drive.google.com/file/d/1EtIQ58pPAHU3GwErXuqtcv10dgdYVMR4/view?usp=drive_link,https://www.facebook.com/elpiratapuertomorelosrestaurant?mibextid=LQQJ4d,,Restaurant Restaurant,Restaurant,,Restaurants,Yes,1,FALSE,NO
81,TRUE,El Rinconcito de Puebla,Raul,Palma,nebraskabrea1@gmail.com,9983675399,9983675399,"Tulipanes 32, 77500 cancun",,Rincón Mexican Restaurant with Tradition,Cancún,https://maps.app.goo.gl/T6CxVaXCgy71WdgN7?g_st=ic,"21.161907166631437, -86.82655981349075",Complimentary Drink,https://drive.google.com/file/d/1WTQBJKaFo6_OvipyaDsLTQqbiWxUCXdl/view?usp=drive_link,https://www.facebook.com/elrinconcitodepueblacancun?mibextid=LQQJ4d,https://www.instagram.com/explore/locations/283345188968043/el-rinconcito-de-puebla/?utm_source=ig_embed&ig_rid=ad2a274c-44af-4edc-adb2-b7c541a4f9ca&ig_mid=3B32B4A5-5357-4D0B-9EBA-964B86D3094D,Mexican Restaurant,Mexican,,Restaurants,Yes,1,FALSE,NO
82,TRUE,El Sudaca,Rocio,,elsudacaempanadasargentinas@gmail.com,984 186 2178,9841862178,Calle Polar 681,,"Argentine restaurant, third world delights",Tulum,https://maps.app.goo.gl/PX4TEes9PAEiUYbJA,"20.214083352703287, -87.45916246138259",15%,https://drive.google.com/file/d/1M34B1IAcLgBNC_jpq5jc3cUAtqSAGJaO/view?usp=drive_link,https://www.facebook.com/elsudacaempanadasargentinas?mibextid=LQQJ4d,https://www.instagram.com/el.sudaca?igsh=MXV2ZmphNmFrdjdobw==,Restaurant Argentinian,Argentinian,,Restaurants,Yes,1,FALSE,NO
83,TRUE,El Viejo del Mar,Araceli,Espinoza,Lachozacozumel@hotmail.com,9871411236,9871411236,"Calle Dr Adolfo Rosado Salas 141, Centro, 77600 Cozumel, Q.R.",,Come and enjoy a delicious lunch or dinner here at your restaurant.,Cozumel,https://maps.app.goo.gl/6q8pK9KrZXgmBcE69,"20.50908492264974, -86.94988548465436",2x1 on margaritas - Free Chips & Salsa with the purchase of beers - Free natural drink with the purchase of Mexican food,https://drive.google.com/file/d/1kS9lnfFppe2ugIrOkscCrB2EpNRoyR1V/view?usp=drive_link,https://www.facebook.com/profile.php?id=100076401240214,https://www.instagram.com/elviejodelmarczm?igsh=bWppZ3g1bHo4N2F2,Mexican Seafood Restaurant,Mexican Seafood,,Restaurants,Yes,1,FALSE,NO
84,TRUE,Electric Tatto Studio,Ciballi,,ciballifonseca@gmail.com,9983152826,9983152826,"Jesús Martínez Ross 41, Meteorológico, 77400 Isla Mujeres, Q.R.",,Tattoo Studio,Isla Mujeres,https://maps.app.goo.gl/rRXdZcP3WdQ72pfAA,"21.236629420323855, -86.73335443068959",3x2 minimum tattoo,https://drive.google.com/file/d/11b-gcvhYwCRQt6zTQ5JrTwCIVDO4mWki/view?usp=drive_link,,https://www.instagram.com/electrictattooisla?igsh=MW1rZ3RqMHpicG53Yg==,Service Tattoo studio,tattoo studio,Tattoos,Services,Yes,1,FALSE,NO
